Date,Open,High,Low,Close,Adj Close,Volume
2022-09-29,108449.000000,108449.000000,106244.000000,107664.000000,107664.000000,14588500
2022-09-30,107664.000000,110502.000000,107315.000000,110037.000000,110037.000000,16536300
2022-10-03,110048.000000,116134.000000,110048.000000,116134.000000,116134.000000,20982900
2022-10-04,116704.000000,118280.000000,115837.000000,116230.000000,116230.000000,16078700
2022-10-05,116231.000000,117514.000000,115906.000000,117198.000000,117198.000000,13555200
2022-10-06,117200.000000,118382.000000,117144.000000,117561.000000,117561.000000,14520500
2022-10-07,117560.000000,117960.000000,115924.000000,116375.000000,116375.000000,13616500
2022-10-10,116377.000000,116841.000000,115261.000000,115941.000000,115941.000000,11429900
2022-10-11,115928.000000,115928.000000,114297.000000,114827.000000,114827.000000,13137900
2022-10-13,114819.000000,115367.000000,112690.000000,114300.000000,114300.000000,14583700
2022-10-14,114301.000000,114712.000000,111631.000000,112072.000000,112072.000000,13096100
2022-10-17,112107.000000,114406.000000,112090.000000,113624.000000,113624.000000,11633000
2022-10-18,113627.000000,115795.000000,113627.000000,115743.000000,115743.000000,14744200
2022-10-19,115744.000000,116459.000000,115264.000000,116274.000000,116274.000000,12729900
2022-10-20,116276.000000,117367.000000,116276.000000,117171.000000,117171.000000,16915800
2022-10-21,117170.000000,120752.000000,116736.000000,119929.000000,119929.000000,18579800
2022-10-24,119922.000000,119924.000000,115793.000000,116013.000000,116013.000000,13278800
2022-10-25,116016.000000,116203.000000,114626.000000,114626.000000,114626.000000,14727200
2022-10-26,114626.000000,114626.000000,112577.000000,112764.000000,112764.000000,16088200
2022-10-27,112766.000000,116236.000000,112765.000000,114641.000000,114641.000000,15530800
2022-10-28,114636.000000,114712.000000,113336.000000,114539.000000,114539.000000,14392400
2022-10-31,114533.000000,116763.000000,112113.000000,116037.000000,116037.000000,21637900
2022-11-01,116037.000000,118261.000000,115547.000000,116929.000000,116929.000000,17969700
2022-11-03,116927.000000,117373.000000,114485.000000,116896.000000,116896.000000,15634600
2022-11-04,116907.000000,120039.000000,116904.000000,118155.000000,118155.000000,16209500
2022-11-07,118148.000000,118240.000000,115266.000000,115342.000000,115342.000000,15221900
2022-11-08,115340.000000,117072.000000,114688.000000,116160.000000,116160.000000,14239800
2022-11-09,116153.000000,116183.000000,113110.000000,113580.000000,113580.000000,20531600
2022-11-10,113579.000000,113579.000000,108516.000000,109775.000000,109775.000000,26029300
2022-11-11,109775.000000,113010.000000,109408.000000,112253.000000,112253.000000,25038700
2022-11-14,112256.000000,114322.000000,111930.000000,113161.000000,113161.000000,15080400
2022-11-16,113166.000000,113473.000000,109512.000000,110243.000000,110243.000000,18351000
2022-11-17,110241.000000,110242.000000,107245.000000,109703.000000,109703.000000,23119600
2022-11-18,109706.000000,111585.000000,108512.000000,108880.000000,108880.000000,18769100
2022-11-21,108868.000000,110235.000000,107957.000000,109748.000000,109748.000000,16651600
2022-11-22,109750.000000,110224.000000,107867.000000,109037.000000,109037.000000,15056500
2022-11-23,109036.000000,109285.000000,107902.000000,108683.000000,108683.000000,13198400
2022-11-24,108846.000000,112612.000000,108846.000000,111831.000000,111831.000000,10296900
2022-11-25,111831.000000,112025.000000,108552.000000,108977.000000,108977.000000,12309100
2022-11-28,108977.000000,109476.000000,108378.000000,108782.000000,108782.000000,11492600
2022-11-29,108784.000000,112187.000000,108784.000000,110910.000000,110910.000000,14721700
2022-11-30,110910.000000,112486.000000,110202.000000,112486.000000,112486.000000,19703200
2022-12-01,112479.000000,112479.000000,110548.000000,110926.000000,110926.000000,15193700
2022-12-02,110926.000000,113761.000000,109963.000000,111924.000000,111924.000000,15982000
2022-12-05,111922.000000,112150.000000,109270.000000,109401.000000,109401.000000,12308400
2022-12-06,109403.000000,110663.000000,109217.000000,109533.000000,109533.000000,13437500
2022-12-07,110188.000000,110247.000000,108612.000000,109361.000000,109361.000000,13825300
2022-12-08,109068.000000,109286.000000,106906.000000,107245.000000,107245.000000,14921000
2022-12-09,107250.000000,108566.000000,107089.000000,107689.000000,107689.000000,10676300
2022-12-12,107518.000000,107561.000000,103877.000000,105264.000000,105264.000000,15481900
2022-12-13,105345.000000,106689.000000,103409.000000,103892.000000,103892.000000,17702200
2022-12-14,103536.000000,104516.000000,101632.000000,103803.000000,103803.000000,24923500
2022-12-15,103739.000000,105483.000000,103014.000000,103738.000000,103738.000000,15568200
2022-12-16,103737.000000,104018.000000,102248.000000,102825.000000,102825.000000,18255000
2022-12-19,102859.000000,105107.000000,102770.000000,104530.000000,104530.000000,16773400
2022-12-20,104740.000000,107792.000000,104607.000000,106979.000000,106979.000000,19125600
2022-12-21,106866.000000,107991.000000,106066.000000,107313.000000,107313.000000,17634900
2022-12-22,107436.000000,108383.000000,106510.000000,107317.000000,107317.000000,11494600
2022-12-23,107552.000000,109994.000000,107552.000000,109698.000000,109698.000000,12847100
2022-12-26,109699.000000,109755.000000,108309.000000,108738.000000,108738.000000,5219500
2022-12-27,108739.000000,109353.000000,107418.000000,108347.000000,108347.000000,11158100
2022-12-28,108578.000000,110536.000000,108578.000000,110237.000000,110237.000000,11193900
2022-12-29,110237.000000,111178.000000,109560.000000,110031.000000,110031.000000,13389100
2023-01-02,109734.000000,109734.000000,105981.000000,106376.000000,106376.000000,8130500
2023-01-03,106377.000000,106684.000000,103852.000000,104166.000000,104166.000000,14466700
2023-01-04,104167.000000,105627.000000,103915.000000,105334.000000,105334.000000,14451200
2023-01-05,105336.000000,107743.000000,105333.000000,107518.000000,107518.000000,15512000
2023-01-06,107642.000000,109433.000000,107642.000000,108836.000000,108836.000000,12626600
2023-01-09,108964.000000,109938.000000,108134.000000,109227.000000,109227.000000,12047300
2023-01-10,109129.000000,111193.000000,108478.000000,110912.000000,110912.000000,13697900
2023-01-11,110816.000000,111841.000000,110752.000000,111763.000000,111763.000000,14461400
2023-01-12,112516.000000,113129.000000,110982.000000,111877.000000,111877.000000,19839100
2023-01-13,111843.000000,111847.000000,110428.000000,110916.000000,110916.000000,15939000
2023-01-16,110908.000000,110908.000000,108753.000000,109213.000000,109213.000000,12512400
2023-01-17,109214.000000,111577.000000,109214.000000,111439.000000,111439.000000,14363200
2023-01-18,111442.000000,113306.000000,111441.000000,112452.000000,112452.000000,14128600
2023-01-19,112219.000000,113172.000000,111307.000000,113006.000000,113006.000000,15594300
2023-01-20,112922.000000,113025.000000,111735.000000,112301.000000,112301.000000,15436600
2023-01-23,112041.000000,113061.000000,111542.000000,111709.000000,111709.000000,13701000
2023-01-24,111746.000000,113040.000000,111669.000000,113028.000000,113028.000000,11551500
2023-01-25,113028.000000,114386.000000,111927.000000,114195.000000,114195.000000,11413000
2023-01-26,114271.000000,114835.000000,113591.000000,114109.000000,114109.000000,10920800
2023-01-27,114178.000000,114191.000000,112044.000000,112502.000000,112502.000000,10614500
2023-01-30,112319.000000,112920.000000,111824.000000,111888.000000,111888.000000,11272700
2023-01-31,112273.000000,113581.000000,112145.000000,113532.000000,113532.000000,12900200
2023-02-01,113430.000000,113598.000000,110729.000000,112303.000000,112303.000000,17821500
2023-02-02,112072.000000,112943.000000,109747.000000,109935.000000,109935.000000,15241800
2023-02-03,110141.000000,110570.000000,108185.000000,108490.000000,108490.000000,13235300
2023-02-06,108518.000000,108710.000000,107416.000000,108456.000000,108456.000000,11514600
2023-02-07,108727.000000,109037.000000,107234.000000,107920.000000,107920.000000,12956300
2023-02-08,107832.000000,110175.000000,107830.000000,109882.000000,109882.000000,13837000
2023-02-09,109952.000000,110046.000000,107781.000000,107783.000000,107783.000000,12956000
2023-02-10,108002.000000,108647.000000,107620.000000,108150.000000,108150.000000,14458000
2023-02-13,108074.000000,109193.000000,107420.000000,108846.000000,108846.000000,9973600
2023-02-14,108839.000000,109564.000000,107557.000000,107659.000000,107659.000000,11894600
2023-02-15,107849.000000,110210.000000,107267.000000,109442.000000,109442.000000,15499500
2023-02-16,109599.000000,110437.000000,108378.000000,109905.000000,109905.000000,12995900
2023-02-17,109941.000000,109941.000000,108968.000000,109303.000000,109303.000000,10058400
2023-02-22,109174.000000,109174.000000,106720.000000,107152.000000,107152.000000,9356400
2023-02-23,107152.000000,108663.000000,106731.000000,107720.000000,107720.000000,11459000
2023-02-24,107582.000000,107611.000000,105360.000000,105873.000000,105873.000000,10221100
2023-02-27,105807.000000,106402.000000,105227.000000,105711.000000,105711.000000,9570700
2023-02-28,105706.000000,106794.000000,104932.000000,104932.000000,104932.000000,15672400
2023-03-01,104933.000000,105497.000000,103105.000000,104385.000000,104385.000000,19853000
2023-03-02,104375.000000,104912.000000,103321.000000,103326.000000,103326.000000,14738800
2023-03-03,103326.000000,104440.000000,103323.000000,103866.000000,103866.000000,13101500
2023-03-06,103865.000000,105171.000000,103170.000000,104700.000000,104700.000000,14277800
2023-03-07,104700.000000,105179.000000,103480.000000,104228.000000,104228.000000,12578200
2023-03-08,104228.000000,106721.000000,104228.000000,106540.000000,106540.000000,15904100
2023-03-09,106540.000000,106724.000000,105053.000000,105071.000000,105071.000000,19174300
2023-03-10,105071.000000,105071.000000,103201.000000,103618.000000,103618.000000,17952200
2023-03-13,103608.000000,103907.000000,102255.000000,103121.000000,103121.000000,12993800
2023-03-14,103121.000000,104153.000000,102482.000000,102932.000000,102932.000000,13133800
2023-03-15,102930.000000,103048.000000,100692.000000,102675.000000,102675.000000,15246500
2023-03-16,102683.000000,103911.000000,102455.000000,103435.000000,103435.000000,14385800
2023-03-17,103434.000000,103434.000000,101664.000000,101982.000000,101982.000000,17560000
2023-03-20,101982.000000,102328.000000,100679.000000,100923.000000,100923.000000,0
2023-03-21,100923.000000,101670.000000,100923.000000,100998.000000,100998.000000,9672100
2023-03-22,100998.000000,101888.000000,100129.000000,100221.000000,100221.000000,11504600
2023-03-23,100221.000000,101126.000000,96997.000000,97926.000000,97926.000000,0
2023-03-24,97926.000000,99258.000000,97688.000000,98829.000000,98829.000000,0
2023-03-27,98833.000000,99997.000000,98833.000000,99670.000000,99670.000000,9990600
2023-03-28,99672.000000,101559.000000,99488.000000,101185.000000,101185.000000,13500100
2023-03-29,101185.000000,102213.000000,100248.000000,101793.000000,101793.000000,12456100
2023-03-30,101796.000000,104085.000000,101796.000000,103713.000000,103713.000000,14901600
2023-03-31,103714.000000,104041.000000,101476.000000,101882.000000,101882.000000,15111200
2023-04-03,101883.000000,101916.000000,100651.000000,101506.000000,101506.000000,12794800
2023-04-04,101505.000000,103056.000000,101505.000000,101869.000000,101869.000000,11695800
2023-04-05,101869.000000,101960.000000,99898.000000,100978.000000,100978.000000,13256500
2023-04-06,100978.000000,101628.000000,100443.000000,100822.000000,100822.000000,9818500
2023-04-10,100822.000000,102196.000000,100819.000000,101847.000000,101847.000000,8148700
2023-04-11,101849.000000,106455.000000,101848.000000,106214.000000,106214.000000,18725700
2023-04-12,106218.000000,108277.000000,106217.000000,106890.000000,106890.000000,17345500
2023-04-13,106890.000000,107037.000000,106220.000000,106458.000000,106458.000000,12182900
2023-04-14,106458.000000,106701.000000,104934.000000,106279.000000,106279.000000,11501000
2023-04-17,106279.000000,106830.000000,105623.000000,106016.000000,106016.000000,10253400
2023-04-18,106023.000000,106475.000000,105122.000000,106163.000000,106163.000000,11207900
2023-04-19,106149.000000,106149.000000,103604.000000,103913.000000,103913.000000,12713600
2023-04-20,103913.000000,104615.000000,103087.000000,104367.000000,104367.000000,12378000
2023-04-24,104367.000000,104822.000000,103247.000000,103947.000000,103947.000000,10935400
2023-04-25,103947.000000,103947.000000,102633.000000,103220.000000,103220.000000,10873200
2023-04-26,103220.000000,103668.000000,102233.000000,102312.000000,102312.000000,10115500
2023-04-27,102310.000000,103177.000000,101975.000000,102923.000000,102923.000000,11302800
2023-04-28,102923.000000,104432.000000,102449.000000,104432.000000,104432.000000,13080900
2023-05-02,104431.000000,104447.000000,101569.000000,101927.000000,101927.000000,12018000
2023-05-03,101927.000000,102331.000000,101433.000000,101797.000000,101797.000000,11688200
2023-05-04,101798.000000,103321.000000,101063.000000,102174.000000,102174.000000,14837300
2023-05-05,102175.000000,105306.000000,102175.000000,105148.000000,105148.000000,16699500
2023-05-08,105161.000000,106716.000000,105161.000000,106042.000000,106042.000000,13259200
2023-05-09,106028.000000,107731.000000,105549.000000,107114.000000,107114.000000,13526600
2023-05-10,107114.000000,107744.000000,106538.000000,107448.000000,107448.000000,13576900
2023-05-11,107446.000000,108667.000000,106419.000000,108256.000000,108256.000000,12772100
2023-05-12,108256.000000,108817.000000,107497.000000,108464.000000,108464.000000,0
2023-05-15,108469.000000,109271.000000,108356.000000,109029.000000,109029.000000,11603200
2023-05-16,109029.000000,110151.000000,108085.000000,108194.000000,108194.000000,16897300
2023-05-17,108194.000000,109774.000000,108188.000000,109460.000000,109460.000000,13993000
2023-05-18,109459.000000,110206.000000,108864.000000,110108.000000,110108.000000,13613100
2023-05-19,110113.000000,111211.000000,109787.000000,110745.000000,110745.000000,16135800
2023-05-22,110745.000000,111643.000000,110178.000000,110213.000000,110213.000000,11769400
2023-05-23,110213.000000,111325.000000,109713.000000,109929.000000,109929.000000,12334800
2023-05-24,109920.000000,109920.000000,108546.000000,108800.000000,108800.000000,12980200
2023-05-25,108800.000000,111115.000000,108800.000000,110054.000000,110054.000000,14745300
2023-05-26,110058.000000,111706.000000,109900.000000,110906.000000,110906.000000,11019700
2023-05-29,110906.000000,111168.000000,110195.000000,110333.000000,110333.000000,5913000
2023-05-30,110333.000000,111291.000000,108552.000000,108967.000000,108967.000000,11588000
2023-05-31,108967.000000,109137.000000,108193.000000,108335.000000,108335.000000,15861100
2023-06-01,108339.000000,110745.000000,108335.000000,110565.000000,110565.000000,14669000
2023-06-02,110568.000000,113070.000000,110567.000000,112558.000000,112558.000000,14545800
2023-06-05,112558.000000,113071.000000,111736.000000,112696.000000,112696.000000,9078800
2023-06-06,112697.000000,114783.000000,112696.000000,114610.000000,114610.000000,15025400
2023-06-07,114610.000000,115978.000000,114610.000000,115488.000000,115488.000000,14017100
2023-06-09,115489.000000,117603.000000,115489.000000,117019.000000,117019.000000,13527100
2023-06-12,117022.000000,117735.000000,116704.000000,117336.000000,117336.000000,12016200
2023-06-13,117337.000000,117924.000000,116363.000000,116743.000000,116743.000000,12392200
2023-06-14,116753.000000,119085.000000,116745.000000,119069.000000,119069.000000,16938600
2023-06-15,119068.000000,119686.000000,118693.000000,119221.000000,119221.000000,12298000
2023-06-16,119208.000000,119555.000000,118487.000000,118758.000000,118758.000000,15251700
2023-06-19,118757.000000,119939.000000,118558.000000,119858.000000,119858.000000,6776300
2023-06-20,119858.000000,119858.000000,118416.000000,119622.000000,119622.000000,10924200
2023-06-21,119623.000000,120519.000000,119332.000000,120420.000000,120420.000000,11736700
2023-06-22,120420.000000,120420.000000,118018.000000,118934.000000,118934.000000,11831500
2023-06-23,118959.000000,119386.000000,118178.000000,118977.000000,118977.000000,12845400
2023-06-26,118977.000000,119148.000000,117491.000000,118243.000000,118243.000000,10456600
2023-06-27,118246.000000,119212.000000,116561.000000,117523.000000,117523.000000,13077000
2023-06-28,117524.000000,117937.000000,116560.000000,116681.000000,116681.000000,10646300
2023-06-29,116683.000000,118623.000000,116683.000000,118383.000000,118383.000000,11055300
2023-06-30,118388.000000,119447.000000,118087.000000,118087.000000,118087.000000,0
2023-07-03,118092.000000,119877.000000,118092.000000,119673.000000,119673.000000,8907500
2023-07-04,119673.000000,119678.000000,118830.000000,119076.000000,119076.000000,6555200
2023-07-05,119072.000000,120200.000000,118688.000000,119549.000000,119549.000000,10959000
2023-07-06,119548.000000,119548.000000,117096.000000,117426.000000,117426.000000,11025700
2023-07-07,117427.000000,119549.000000,117427.000000,118898.000000,118898.000000,10521000
